filename,class,xmin,ymin,xmax,ymax
IMG_4861_mp4-11_jpg.rf.b3122ce9ff32f5949c1132bf76d217eb.jpg,no-mask,306,225,559,439
IMG_4861_mp4-45_jpg.rf.fa3cb46470b18ace34a8f6896f3b24ae.jpg,no-mask,0,146,259,390
Movie-on-10-31-22-at-10_08-AM_mov-9_jpg.rf.598bb78d0ecb060672cd6e6ac8975938.jpg,mask,207,86,315,301
IMG_0873_MOV-28_jpg.rf.edc398823906981a8c381e47a0bb9fe4.jpg,no-mask,276,137,586,418
IMG_4869_mp4-11_jpg.rf.fd5b2703830b0290140d081099613560.jpg,no-mask,182,136,217,159
IMG_4920_mov-15_jpg.rf.5f8bfe06b1917edc962c3fafe6731297.jpg,mask,81,250,393,442
IMG_4861_mp4-12_jpg.rf.84447f78544672d545b0c795ae9bebca.jpg,no-mask,288,233,524,405
IMG_4861_mp4-17_jpg.rf.7737e2961d65c8fe68fffab346775b82.jpg,no-mask,206,174,469,393
IMG_4861_mp4-62_jpg.rf.56059f3b39183dff2c667308457778a0.jpg,no-mask,226,267,555,474
IMG_4860_mp4-13_jpg.rf.a78a13c8c40257ea9562af9621f354aa.jpg,no-mask,283,333,312,356
IMG_1492_mp4-14_jpg.rf.8cfe9d7e27fda0de028b54757b5923c9.jpg,mask,123,148,477,411
video_CDC-YOUTUBE_mp4-61_jpg.rf.9384054dab67e98cb9d70644a31ed34f.jpg,mask,316,256,470,384
IMG_3100_mp4-24_jpg.rf.894c40eafa77cd73ff50a69982e3f924.jpg,mask,301,179,582,369
videoplayback-1-_mp4-24_jpg.rf.2bde2dcab87564b110f8c008de7eab32.jpg,no-mask,302,87,382,162
Apple-Tests-Face-ID-Feature-While-Wearing-a-Mask-Shorts_mp4-37_jpg.rf.e9c9ed7c5052de220d5376e1616c1ee1.jpg,no-mask,155,155,484,390
IMG_3100_mp4-6_jpg.rf.f840d6820c944caae6fa354eefd53eee.jpg,mask,141,121,492,401
IMG_4861_mp4-19_jpg.rf.4792bcc52092382239d56c58541fdfba.jpg,no-mask,171,188,495,411
IMG_0871_MOV-30_jpg.rf.4bca57028e6bc86bf4ed9604468dc336.jpg,mask,185,134,521,395
IMG_4861_mp4-15_jpg.rf.3904c5b599a795fde283a89a10fd40e8.jpg,no-mask,172,162,509,443
IMG_3094_mp4-37_jpg.rf.fe960ea463ee04ef3b75cb57bbd9f9bf.jpg,no-mask,296,107,640,382
IMG_0873_mp4-8_jpg.rf.b269fd1ccc767266eaa6b14dfcb1bb5b.jpg,no-mask,187,160,455,386
videoplayback-1-_mp4-32_jpg.rf.002415f60486e56caef94449ff3c98c9.jpg,no-mask,425,116,492,168
video_CDC-YOUTUBE_mp4-59_jpg.rf.b658c729fdf51a4bd71d9894fb94c92c.jpg,mask,167,200,209,211
IMG_0871_MOV-6_jpg.rf.6e9c7ca2cf8fd834f4dde7096ab051bb.jpg,mask,143,101,574,417
IMG_3100_mp4-16_jpg.rf.6da08001ad5897545041c0eceae652ac.jpg,mask,126,141,441,384
IMG_5025_mp4-8_jpg.rf.84e14dd92efbd5915446728b845d46c6.jpg,no-mask,180,202,602,565
IMG_4860_mp4-17_jpg.rf.dc8d1f0474ab97f01e35de3a7327305e.jpg,no-mask,216,323,258,355
IMG_4861_mp4-13_jpg.rf.f6be10b4eef3a6faf21def4d1f236a18.jpg,no-mask,262,209,512,369
IMG_0873_mp4-0_jpg.rf.144f03d8388ed4b0f525739082670e06.jpg,no-mask,208,110,489,362
videoplayback-1-_mp4-0_jpg.rf.2b8492685ce5a86fba6b058e7a9b2d92.jpg,no-mask,427,191,468,225
IMG_0871_MOV-40_jpg.rf.feb0578f3ae354c33541795a3608ebea.jpg,mask,112,143,509,432
IMG_4861_mp4-43_jpg.rf.4271f075e21c21ee8dc01731c6a7ea89.jpg,no-mask,87,268,350,465
IMG_4861_mp4-5_jpg.rf.0bc79f0c027dc0bdf839887e4082d63e.jpg,no-mask,218,255,506,489
IMG_3102_mp4-18_jpg.rf.d6d9e2841c06809cf99a6f22e6a59338.jpg,no-mask,190,198,487,430
IMG_4849_mp4-48_jpg.rf.73181306dd25fe0a4d2f624c98a0d40b.jpg,no-mask,293,188,407,284
IMG_4861_mp4-3_jpg.rf.a530947d0be3e575ed774c315a157e4b.jpg,no-mask,44,273,288,456
video_CDC-YOUTUBE_mp4-38_jpg.rf.aa2ad05499a4e671c1eee0b6cdcbcc47.jpg,mask,150,231,341,374
IMG_4861_mp4-20_jpg.rf.496b679bc282673cbc8189f3a4c1b9d6.jpg,no-mask,108,176,416,406
IMG_4861_mp4-10_jpg.rf.8d838761cdbb059f7ae82072a1034299.jpg,no-mask,290,206,600,467
How-to-Properly-Wear-a-Face-Mask-_-UC-San-Diego-Health_mp4-111_jpg.rf.ccc2385d9acc7569275ffd8040027310.jpg,mask,275,138,399,446
IMG_0873_MOV-22_jpg.rf.ec2f330be7930871edbbf4f6e4a2eb91.jpg,no-mask,180,140,486,403
videoplayback-1-_mp4-65_jpg.rf.7cf450398f7e1d2f3fa05ae4d07531ff.jpg,no-mask,464,143,529,197
IMG_0871_MOV-4_jpg.rf.617f568c57e51068c26811532eec47da.jpg,mask,179,100,558,407
IMG_4861_mp4-58_jpg.rf.49711f28d966508eabd6a2e8ac54eb15.jpg,no-mask,211,149,517,369
IMG_9950-1-_mp4-20_jpg.rf.90a7f6c1a3d1189661412ee982937b91.jpg,no-mask,142,174,508,466
IMG_4920_mov-9_jpg.rf.4d63b8de0eb6928c9b31b0b3fbd85ce6.jpg,mask,223,250,498,384
How-to-Properly-Wear-a-Face-Mask-_-UC-San-Diego-Health_mp4-31_jpg.rf.ce4a3142eed57cbe364126ef48f2645c.jpg,mask,451,148,477,209
Apple-Tests-Face-ID-Feature-While-Wearing-a-Mask-Shorts_mp4-12_jpg.rf.0a8b360b9dc1a8290d1fbe3061f17e7d.jpg,mask,6,90,266,337
IMG_4861_mp4-28_jpg.rf.47a64546af11a5a61f6ccf606e29acfd.jpg,no-mask,357,184,640,422
IMG_4861_mp4-61_jpg.rf.b0c7ef85558116300d2d68b3d821c32d.jpg,no-mask,234,272,553,490
IMG_3100_mp4-28_jpg.rf.b8ba8fbc6de731456530fc96550916e9.jpg,mask,128,171,423,429
How-to-Properly-Wear-a-Face-Mask-_-UC-San-Diego-Health_mp4-52_jpg.rf.ec4099e7ff690398f490e2991d8bcaf3.jpg,mask,225,108,323,339
IMG_0871_mp4-1_jpg.rf.1cf883b2dafb3336ee8b108a02501fa2.jpg,mask,201,130,514,403
Movie-on-10-31-22-at-10_08-AM_mov-22_jpg.rf.2c12b48ccf35a8d721e368fc5ae6ba09.jpg,mask,239,104,356,357
004_1024_jpeg_jpg.rf.b3a2479b6fc6a7ecace213400f777fbb.jpg,mask,204,53,359,368
000_1ov3n5_0_jpeg_jpg.rf.1377032a94440888773ef9dcb4e3101c.jpg,mask,241,53,357,253
How-to-Properly-Wear-a-Face-Mask-_-UC-San-Diego-Health_mp4-101_jpg.rf.4b78d062f5ba961b209dfd672d8fe7df.jpg,mask,238,117,398,511
IMG_3103_mp4-13_jpg.rf.0f3d6fffe367c412e68cdb932ed203f6.jpg,mask,191,134,535,396
IMG_4861_mp4-34_jpg.rf.10430c50924a63f7a0c8997606eb8a72.jpg,no-mask,160,329,419,556
Movie-on-10-31-22-at-10_08-AM_mov-4_jpg.rf.d36db076e7371804a2683b5bd5a15bd5.jpg,mask,236,61,367,254
video_CDC-YOUTUBE_mp4-34_jpg.rf.5588b8aa148cb19a7b49f7eaec247966.jpg,mask,234,247,391,339
IMG_9949-1-_mp4-59_jpg.rf.3b43d928e85d3d129bf0b067ae56eebd.jpg,mask,140,169,402,425
IMG_4861_mp4-55_jpg.rf.b149e91b89e337961a7ab77dbcac4646.jpg,no-mask,159,90,476,266
IMG_0873_mp4-4_jpg.rf.b4a677caa9534dcfa9f5295680176769.jpg,no-mask,177,116,456,306
IMG_3102_mp4-35_jpg.rf.b0b6888c36c6c439a0436e7492079dbb.jpg,no-mask,101,171,392,403
videoplayback-1-_mp4-27_jpg.rf.aa58ae92a45fde5f7bca5d61cab7abcd.jpg,no-mask,342,84,427,155
IMG_4861_mp4-49_jpg.rf.7432a3b5610a1e536b1f556d6973648f.jpg,no-mask,189,57,495,187
Movie-on-10-31-22-at-10_08-AM_mov-25_jpg.rf.d13c3b4cb83569a1865767c165dd4cf9.jpg,mask,345,104,396,311
IMG_4861_mp4-23_jpg.rf.d23de707079533c4d6c84501412b7dbd.jpg,no-mask,152,376,421,553
videoplayback-1-_mp4-41_jpg.rf.218bebb582be085f688224d1c97dad79.jpg,no-mask,388,156,450,207
videoplayback-1-_mp4-35_jpg.rf.a06b95e7b781cae7c1cdb12fb782ec69.jpg,no-mask,407,139,456,184
IMG_4861_mp4-63_jpg.rf.27fb7c2820050a4ced78851b21e9db25.jpg,no-mask,234,250,593,446
IMG_0871_mp4-4_jpg.rf.9c0f2c3d72943f353628c123eb8898a4.jpg,mask,207,133,558,405
IMG_4861_mp4-44_jpg.rf.1ece7223dd8599572bc5978f9d628874.jpg,no-mask,0,158,308,421
video_CDC-YOUTUBE_mp4-43_jpg.rf.ff3264b303bea2d9b7a98d2ebb7547f4.jpg,mask,236,223,426,406
1579683152-0e3ba5698b090c0fda95caa5d2aa7b31_jpg.rf.66b580ef4838d51d6760e183c9bc76ee.jpg,mask,346,3,525,285
IMG_3102_mp4-12_jpg.rf.280bcccc8135edafc248a4844880fba9.jpg,no-mask,105,178,394,416
IMG_3100_mp4-11_jpg.rf.5c706159c454f590f45d82505273e532.jpg,mask,112,195,427,442
IMG_4861_mp4-0_jpg.rf.814f54864b77c76394522fe2e3c43324.jpg,no-mask,228,186,472,394
IMG_4861_mp4-60_jpg.rf.88621bf3045f9d24590f408252d35a4f.jpg,no-mask,240,189,553,447
videoplayback-1-_mp4-6_jpg.rf.e2195c50e4aa68ffc18f41c80fd7d235.jpg,no-mask,408,119,480,179
videoplayback-1-_mp4-29_jpg.rf.e715fc82c61f0d2362f2a3a1c9846c18.jpg,no-mask,383,93,457,156
THE-HAVE-IT-ALL-TOUR-STARTS-TOMORROW-shorts-funny-standupcomedy-comedy-comedian-dating_mp4-23_jpg.rf.4685f8b3fb17195342e2f2fbe2bbe24e.jpg,no-mask,232,123,418,248
How-to-Properly-Wear-a-Face-Mask-_-UC-San-Diego-Health_mp4-10_jpg.rf.92c63c4e5d6fa0cc7844e621deac1a58.jpg,mask,329,228,346,265
IMG_3100_mp4-23_jpg.rf.e161f59ff4a05069c51fa1e2d07538e7.jpg,mask,68,161,366,389
IMG_1492_mp4-8_jpg.rf.227e3ca396ac28984632da94332c2404.jpg,no-mask,174,177,534,492
IMG_4861_mp4-8_jpg.rf.03dd8c7fe93222a22faa4f1d7423c866.jpg,no-mask,309,139,615,402
video_CDC-YOUTUBE_mp4-54_jpg.rf.295dc12e20b61390988a5db0c0b83341.jpg,mask,309,232,537,409
IMG_4861_mp4-35_jpg.rf.e549593384da94fd211bf50abe3f1f68.jpg,no-mask,159,272,427,492
video_CDC-YOUTUBE_mp4-29_jpg.rf.8cf8f9b6a1b2dda92f646058ecce773c.jpg,mask,257,239,398,338
IMG_0873_MOV-27_jpg.rf.df615b6ac92c10e4cd63e50d5ddcb28d.jpg,no-mask,291,145,598,428
IMG_3103_mp4-8_jpg.rf.160ef05b09228c4fd3d3e73bff26ee39.jpg,mask,213,226,484,347
Movie-on-10-31-22-at-10_08-AM_mov-11_jpg.rf.64a78e2bba1ebcbca7b96f65fa26f7b1.jpg,mask,320,166,468,360
Movie-on-10-31-22-at-10_08-AM_mov-0_jpg.rf.bdf72769cea73a6b15abb0d217b3bf89.jpg,mask,262,83,375,335
IMG_3103_mp4-0_jpg.rf.6502ddd2034bb6e0e49283fea2272e54.jpg,mask,167,192,492,436
IMG_4861_mp4-32_jpg.rf.e9492fe18645f153b2335e04585f6a1b.jpg,no-mask,237,400,540,639
IMG_4861_mp4-40_jpg.rf.2aa3dbf228e2bbbfc59c6ebf25c3fcee.jpg,no-mask,92,49,531,424
How-to-Properly-Wear-a-Face-Mask-_-UC-San-Diego-Health_mp4-104_jpg.rf.5a04c0afff4dcad47aa07cdc9ef8c24c.jpg,mask,224,64,274,204
THE-HAVE-IT-ALL-TOUR-STARTS-TOMORROW-shorts-funny-standupcomedy-comedy-comedian-dating_mp4-24_jpg.rf.1dcc908941becad9fb26b577fdb141f7.jpg,no-mask,187,148,369,264
IMG_0871_mp4-14_jpg.rf.e409ba99610f729d6dcd80a1975e8319.jpg,mask,187,138,496,374
IMG_4861_mp4-9_jpg.rf.bcc352b97426c7378bcd8004247f4433.jpg,no-mask,271,136,578,402
video_CDC-YOUTUBE_mp4-6_jpg.rf.30a8314b9083bf53a5af609dacf864d5.jpg,mask,381,296,406,311
IMG_1492_mp4-6_jpg.rf.51d3699569ac74d16b4933392c3aebe2.jpg,no-mask,208,200,525,490
IMG_4849_mp4-6_jpg.rf.b43ec8f3b0452475f766ab5365ebf54b.jpg,no-mask,557,125,636,182
Apple-Tests-Face-ID-Feature-While-Wearing-a-Mask-Shorts_mp4-11_jpg.rf.e5883d29c70af273590dfdf62b2cb92a.jpg,mask,0,91,262,347
IMG_3093_mp4-25_jpg.rf.a796aafd326b1aaa8481296366e2d15d.jpg,mask,145,234,438,429
Movie-on-10-31-22-at-10_08-AM_mov-6_jpg.rf.97bedf38bf733b217f8fc432157c5989.jpg,mask,228,156,336,355
IMG_9950-1-_mp4-63_jpg.rf.579747d6eab3fdc2b3b70c6d2371b7fb.jpg,no-mask,200,176,557,451
Apple-Tests-Face-ID-Feature-While-Wearing-a-Mask-Shorts_mp4-15_jpg.rf.cac02e1fce654f3b73c2d8375235d48c.jpg,mask,19,110,323,325
videoplayback-1-_mp4-2_jpg.rf.aa2cbfdc16aa2b94a0cd3137a5a64710.jpg,no-mask,442,177,492,220
video_CDC-YOUTUBE_mp4-31_jpg.rf.9dcb8f359403934c3d963312ba39b181.jpg,mask,274,249,383,338
IMG_4861_mp4-39_jpg.rf.ef97a2a2a2e99b2710985b84faeec6dd.jpg,no-mask,113,96,466,409
IMG_4861_mp4-57_jpg.rf.5610d3ba0fbb2034390f1fc25196413d.jpg,no-mask,194,121,498,339
IMG_4861_mp4-66_jpg.rf.e754e8bc1cfd02531f14a4ae32b2967a.jpg,no-mask,264,209,518,347
IMG_4860_mp4-18_jpg.rf.7f64feaf1e50ce8ac07dff23373e8f9a.jpg,no-mask,70,344,164,406
Apple-Tests-Face-ID-Feature-While-Wearing-a-Mask-Shorts_mp4-45_jpg.rf.618769a7a3795fa4516af42771b8deb9.jpg,no-mask,215,181,476,358
videoplayback-1-_mp4-47_jpg.rf.8a0c4e6179282cae63baea3ffd2bf972.jpg,no-mask,156,141,220,190
THE-HAVE-IT-ALL-TOUR-STARTS-TOMORROW-shorts-funny-standupcomedy-comedy-comedian-dating_mp4-2_jpg.rf.35218e6797f04f8d2df7b60ff2136af2.jpg,no-mask,290,137,471,258
IMG_4869_mp4-14_jpg.rf.7d329565a878ab4370d75f59acdd8452.jpg,no-mask,475,140,502,197
IMG_9950-1-_mp4-35_jpg.rf.490f66484caeceeff0b073c5f350e3b4.jpg,no-mask,138,166,492,513
IMG_3094_mp4-40_jpg.rf.36c5701ef9f9509e9d061c5d7ed26948.jpg,no-mask,171,143,538,408
videoplayback-1-_mp4-8_jpg.rf.d9e0b5e8107d137eef8cb3f1500f078b.jpg,no-mask,285,90,385,163
How-to-Properly-Wear-a-Face-Mask-_-UC-San-Diego-Health_mp4-50_jpg.rf.0b2f500389751f294f6cd19bb1a17a63.jpg,mask,231,103,320,331
IMG_9949-1-_mp4-25_jpg.rf.bc09929a7be7b69e1ec5930991046cc3.jpg,mask,73,202,466,452
IMG_3102_mp4-2_jpg.rf.f4bf9621142640ab444d405d046a2930.jpg,no-mask,78,157,345,391
IMG_3093_mp4-20_jpg.rf.4aae18c36dae29cb651ebdd429a46335.jpg,mask,186,242,464,442
IMG_3100_mp4-5_jpg.rf.c64e6651cebf06c3cb638728466a0249.jpg,mask,104,192,380,399
IMG_0873_MOV-18_jpg.rf.cc9e59d7231c44f70cf1a760b9b9e705.jpg,no-mask,177,111,460,343
IMG_4860_mp4-14_jpg.rf.66b951a1da90bf93ff4c945334449724.jpg,no-mask,155,337,181,362
videoplayback-1-_mp4-7_jpg.rf.9b4a75ed83e29a64e34e1c31dba722c9.jpg,no-mask,391,100,475,164
IMG_1493_mp4-8_jpg.rf.fd89e677be31123ea060907140d80259.jpg,no-mask,264,258,581,555
IMG_0871_MOV-51_jpg.rf.693287b3421fe06b9e592b280c34c641.jpg,mask,188,185,493,433
IMG_4861_mp4-2_jpg.rf.02fa1f83b62202e87ecbd754174c3f4b.jpg,no-mask,514,238,640,445
video_CDC-YOUTUBE_mp4-41_jpg.rf.4f56be4b40c9775509474d515489f5a5.jpg,mask,212,233,443,407
IMG_4861_mp4-16_jpg.rf.aababbcf26cfe4755ac863bba88a436d.jpg,no-mask,163,172,500,441
videoplayback-1-_mp4-42_jpg.rf.9aa8eeed80670bc36bf750233ef9205f.jpg,no-mask,381,165,432,208
IMG_4861_mp4-67_jpg.rf.8261ebb7e59644b0d45e6d07d43b84a7.jpg,no-mask,243,229,501,441
IMG_4861_mp4-21_jpg.rf.313f8bcb175e047ec12736cbbdc20126.jpg,no-mask,0,134,211,415
IMG_1493_mp4-43_jpg.rf.a1d5cddef485ef3ee6310488a5ec3ba4.jpg,no-mask,308,177,640,444
IMG_4860_mp4-4_jpg.rf.4ebe7129b4b9ebff2910ba3953e16a6b.jpg,no-mask,497,312,551,354
videoplayback-1-_mp4-58_jpg.rf.bfdf3258d74f87dfb87c12aed47f0f86.jpg,no-mask,408,168,465,212
video_CDC-YOUTUBE_mp4-36_jpg.rf.5d17748e659665729ecbdd1826453110.jpg,mask,181,232,350,356
IMG_4861_mp4-38_jpg.rf.880a11c3ebf59b3d0cf988f41e8da3cf.jpg,no-mask,112,179,413,438
How-to-Properly-Wear-a-Face-Mask-_-UC-San-Diego-Health_mp4-113_jpg.rf.987b9c3a99b07a77d0bd3b72d96dd933.jpg,no-mask,268,134,382,422
videoplayback-1-_mp4-28_jpg.rf.ffdc6b183c1a5f962d7c94bf9356e416.jpg,no-mask,396,85,479,153
